Sample,Sample_Details,Species,Species_Details,Abbr,Abbr_Details,Name,Name_Details,Name_Details_Gene,Cell_Type,Gene,Rep,qPCR_Sample_Name,qPCR_Name,qPCR_Date,qPCR_Researcher,CT,qPCR_Efficiency,Control_Ct_Mean_GAPDH_iPSC,EdeltadeltaCt_GAPDH_iPSC,Control_Ct_Mean_GAPDH_MSC,EdeltadeltaCt_GAPDH_MSC,Control_Ct_Mean_GUSB_iPSC,EdeltadeltaCt_GUSB_iPSC,Control_Ct_Mean_GUSB_MSC,EdeltadeltaCt_GUSB_MSC,Control_Ct_Mean_GAPDHandGUSB_iPSC,EdeltadeltaCt_GAPDHandGUSB_iPSC,Control_Ct_Mean_GAPDHandGUSB_MSC,EdeltadeltaCt_GAPDHandGUSB_MSC
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - IBSP,Adipogenic,IBSP,1,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,Undetermined,2.45,31.09540304,,,,31.09540304,,,,31.09540304,,,
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - IBSP,Adipogenic,IBSP,2,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,Undetermined,2.45,31.09540304,,,,31.09540304,,,,31.09540304,,,
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - IBSP,Adipogenic,IBSP,3,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,Undetermined,2.45,31.09540304,,,,31.09540304,,,,31.09540304,,,
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - IBSP,Osteogenic,IBSP,1,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,34.83944321,2.45,31.09540304,0.04431088,,,31.09540304,0.060978,,,31.09540304,0.0526378,,
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - IBSP,Osteogenic,IBSP,2,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,32.18224335,2.45,31.09540304,0.23211386,,,31.09540304,0.31258439,,,31.09540304,0.27144627,,
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - IBSP,Osteogenic,IBSP,3,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,32.54237747,2.45,31.09540304,0.13841856,,,31.09540304,0.21029464,,,31.09540304,0.17247466,,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - IBSP,iPSC,IBSP,1,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,35.02722931,2.35,34.41658274,0.64555841,36.6820755,3.62048319,34.41658274,0.92647234,36.6820755,1.86057727,34.41658274,0.78804361,36.6820755,2.50776544
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - IBSP,iPSC,IBSP,2,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,34.7958374,2.35,34.41658274,0.5699655,36.6820755,3.19653573,34.41658274,0.56738613,36.6820755,1.13944658,34.41658274,0.56713237,36.6820755,1.80476683
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - IBSP,iPSC,IBSP,3,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,33.42668152,2.35,34.41658274,2.71778996,36.6820755,15.24217292,34.41658274,1.902343,36.6820755,3.82035814,34.41658274,2.23751169,36.6820755,7.12036041
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - IBSP,MSC,IBSP,1,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,37.91985703,2.35,34.41658274,0.07453782,36.6820755,0.41803024,34.41658274,0.360871,36.6820755,0.72471498,34.41658274,0.17809285,36.6820755,0.56673906
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - IBSP,MSC,IBSP,2,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,35.44429398,2.35,34.41658274,0.46438861,36.6820755,2.6044292,34.41658274,0.89697877,36.6820755,1.80134715,34.41658274,0.66760819,36.6820755,2.12450774
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - IBSP,MSC,IBSP,3,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - IBSP,Adipogenic,IBSP,1,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - IBSP,Adipogenic,IBSP,2,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - IBSP,Adipogenic,IBSP,3,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - IBSP,Chondrogenic,IBSP,1,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,38.1904068,2.35,34.41658274,0.43662421,36.6820755,2.44871821,34.41658274,0.27082636,36.6820755,0.54388388,34.41658274,0.34430748,36.6820755,1.09567844
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - IBSP,Chondrogenic,IBSP,2,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - IBSP,Chondrogenic,IBSP,3,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - IBSP,Osteogenic,IBSP,1,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,37.76966858,2.35,34.41658274,0.24430143,36.6820755,1.37011496,34.41658274,0.28048746,36.6820755,0.56328568,34.41658274,0.26759617,36.6820755,0.85156254
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - IBSP,Osteogenic,IBSP,2,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,36.03528976,2.35,34.41658274,0.79223206,36.6820755,4.44307258,34.41658274,0.35365256,36.6820755,0.71021864,34.41658274,0.51467637,36.6820755,1.63783781
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - IBSP,Osteogenic,IBSP,3,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,Undetermined,2.35,34.41658274,,36.6820755,,34.41658274,,36.6820755,,34.41658274,,36.6820755,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - IBSP,iPSC,IBSP,1,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,35.53331757,2.55,34.79138184,0.9293677,33.80475998,0.49602359,34.79138184,0.55486238,33.80475998,0.09472123,34.79138184,0.70828407,33.80475998,0.20628686
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - IBSP,iPSC,IBSP,2,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,34.04944611,2.55,34.79138184,1.8107241,33.80475998,0.96642253,34.79138184,2.97695304,33.80475998,0.50819928,34.79138184,2.35854291,33.80475998,0.68692272
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - IBSP,iPSC,IBSP,3,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,Undetermined,2.55,34.79138184,,33.80475998,,34.79138184,,33.80475998,,34.79138184,,33.80475998,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - IBSP,MSC,IBSP,1,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,33.80475998,2.55,34.79138184,4.5508469,33.80475998,2.42888519,34.79138184,9.08780806,33.80475998,1.55139079,34.79138184,6.59704366,33.80475998,1.92138085
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - IBSP,MSC,IBSP,2,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,Undetermined,2.55,34.79138184,,33.80475998,,34.79138184,,33.80475998,,34.79138184,,33.80475998,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - IBSP,MSC,IBSP,3,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,Undetermined,2.55,34.79138184,,33.80475998,,34.79138184,,33.80475998,,34.79138184,,33.80475998,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - IBSP,Osteogenic,IBSP,1,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,35.57976151,2.55,34.79138184,3.12509613,33.80475998,1.66793124,34.79138184,3.45810747,33.80475998,0.59033774,34.79138184,3.32899508,33.80475998,0.96956572
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - IBSP,Osteogenic,IBSP,2,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,33.84835052,2.55,34.79138184,8.36715219,33.80475998,4.46572967,34.79138184,10.82536586,33.80475998,1.8480114,34.79138184,9.65662158,33.80475998,2.81247916
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - IBSP,Osteogenic,IBSP,3,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,Undetermined,2.55,34.79138184,,33.80475998,,34.79138184,,33.80475998,,34.79138184,,33.80475998,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - IBSP,iPSC,IBSP,1,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.99156952,2.55,33.94723511,2.93815254,35.01035881,13.80941393,33.94723511,3.28070366,35.01035881,2.6378189,33.94723511,3.10372781,35.01035881,6.07218163
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - IBSP,iPSC,IBSP,2,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.9029007,2.55,33.94723511,0.61126291,35.01035881,2.87295584,33.94723511,0.70189107,35.01035881,0.56434891,33.94723511,0.65466108,35.01035881,1.28078918
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - IBSP,iPSC,IBSP,3,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,2.55,33.94723511,,35.01035881,,33.94723511,,35.01035881,,33.94723511,,35.01035881,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - IBSP,MSC,IBSP,1,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,35.35302734,2.55,33.94723511,0.18435084,35.01035881,0.86645502,33.94723511,1.33774234,35.01035881,1.07559914,33.94723511,0.49306634,35.01035881,0.9646427
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - IBSP,MSC,IBSP,2,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,34.66769028,2.55,33.94723511,0.24736028,35.01035881,1.1626015,33.94723511,1.36758517,35.01035881,1.09959399,33.94723511,0.57803227,35.01035881,1.13087138
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - IBSP,MSC,IBSP,3,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,2.55,33.94723511,,35.01035881,,33.94723511,,35.01035881,,33.94723511,,35.01035881,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - IBSP,Adipogenic,IBSP,1,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,34.9237175,2.55,33.94723511,5.27870937,35.01035881,24.81010828,33.94723511,3.38216932,35.01035881,2.71940142,33.94723511,4.23288636,35.01035881,8.28128506
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - IBSP,Adipogenic,IBSP,2,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,2.55,33.94723511,,35.01035881,,33.94723511,,35.01035881,,33.94723511,,35.01035881,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - IBSP,Adipogenic,IBSP,3,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,2.55,33.94723511,,35.01035881,,33.94723511,,35.01035881,,33.94723511,,35.01035881,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - IBSP,Chondrogenic,IBSP,1,H6C1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.1820755,2.55,33.94723511,10.62372839,35.01035881,49.93187412,33.94723511,27.62687057,35.01035881,22.21312529,33.94723511,17.07516444,35.01035881,33.40611871
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - IBSP,Chondrogenic,IBSP,2,H6C1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.09453201,2.55,33.94723511,2.2449909,35.01035881,10.55153134,33.94723511,5.85412539,35.01035881,4.70695443,33.94723511,3.61279596,35.01035881,7.06813051
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - IBSP,Chondrogenic,IBSP,3,H6C1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,2.55,33.94723511,,35.01035881,,33.94723511,,35.01035881,,33.94723511,,35.01035881,
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - IBSP,Osteogenic,IBSP,1,H6O3,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,34.01292419,2.55,33.94723511,4.02590558,35.01035881,18.92188913,33.94723511,2.49903889,35.01035881,2.0093287,33.94723511,3.17766151,35.01035881,6.21682667
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - IBSP,Osteogenic,IBSP,2,H6O3,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,34.55384445,2.55,33.94723511,1.39615342,35.01035881,6.56196715,33.94723511,1.23597844,35.01035881,0.99377683,33.94723511,1.31428732,35.01035881,2.57129226
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - IBSP,Osteogenic,IBSP,3,H6O3,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,2.55,33.94723511,,35.01035881,,33.94723511,,35.01035881,,33.94723511,,35.01035881,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - IBSP,iPSC,IBSP,1,C1Ir2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,34.03842926,1.74,34.50808716,3.30482226,,,34.50808716,2.11089982,,,34.50808716,2.60925389,,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - IBSP,iPSC,IBSP,2,C1Ir2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,34.97774506,1.74,34.50808716,0.5338663,,,34.50808716,0.59929801,,,34.50808716,0.56674322,,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - IBSP,iPSC,IBSP,3,C1Ir2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - IBSP,MSC,IBSP,1,C1Mr1,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - IBSP,MSC,IBSP,2,C1Mr1,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - IBSP,MSC,IBSP,3,C1Mr1,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - IBSP,Adipogenic,IBSP,1,C1Ar2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,37.04677582,1.74,34.50808716,1.76264983,,,34.50808716,0.23202837,,,34.50808716,0.59248001,,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - IBSP,Adipogenic,IBSP,2,C1Ar2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - IBSP,Adipogenic,IBSP,3,C1Ar2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - IBSP,Chondrogenic,IBSP,1,C1Cr2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - IBSP,Chondrogenic,IBSP,2,C1Cr2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - IBSP,Chondrogenic,IBSP,3,C1Cr2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - IBSP,Osteogenic,IBSP,1,C1Or2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - IBSP,Osteogenic,IBSP,2,C1Or2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - IBSP,Osteogenic,IBSP,3,C1Or2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.74,34.50808716,,,,34.50808716,,,,34.50808716,,,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - IBSP,iPSC,IBSP,1,C2I2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.48121643,1.97,31.92110761,1.37075988,35.1276741,5.55012779,31.92110761,0.9828994,35.1276741,1.98417651,31.92110761,1.15413741,35.1276741,3.24385896
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - IBSP,iPSC,IBSP,2,C2I2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,31.15680504,1.97,31.92110761,1.30260324,35.1276741,5.27416548,31.92110761,1.34546168,35.1276741,2.71608006,31.92110761,1.32403167,35.1276741,3.72136971
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - IBSP,iPSC,IBSP,3,C2I2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.12530136,1.97,31.92110761,0.56004956,35.1276741,2.26760841,31.92110761,0.75617027,35.1276741,1.526479,31.92110761,0.65440124,35.1276741,1.839283
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - IBSP,MSC,IBSP,1,C2M2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,35.1276741,1.97,31.92110761,0.34333527,35.1276741,1.39014471,31.92110761,0.78856215,35.1276741,1.5918684,31.92110761,0.53125034,35.1276741,1.4931508
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - IBSP,MSC,IBSP,2,C2M2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,Undetermined,1.97,31.92110761,,35.1276741,,31.92110761,,35.1276741,,31.92110761,,35.1276741,
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - IBSP,MSC,IBSP,3,C2M2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,Undetermined,1.97,31.92110761,,35.1276741,,31.92110761,,35.1276741,,31.92110761,,35.1276741,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - IBSP,Adipogenic,IBSP,1,C2A2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,35.17402649,1.97,31.92110761,1.05883541,35.1276741,4.28716359,31.92110761,0.22455,35.1276741,0.45329851,31.92110761,0.47374129,35.1276741,1.33151383
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - IBSP,Adipogenic,IBSP,2,C2A2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,Undetermined,1.97,31.92110761,,35.1276741,,31.92110761,,35.1276741,,31.92110761,,35.1276741,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - IBSP,Adipogenic,IBSP,3,C2A2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,Undetermined,1.97,31.92110761,,35.1276741,,31.92110761,,35.1276741,,31.92110761,,35.1276741,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C2,C2 Chondrogenic,C3647,C3647 Chondrogenic,C3647 Chondrogenic - IBSP,Chondrogenic,IBSP,1,C2C2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.70554352,1.97,31.92110761,12.54054723,35.1276741,50.77595334,31.92110761,2.20269861,35.1276741,4.44658208,31.92110761,5.09460446,35.1276741,14.31907349
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C2,C2 Chondrogenic,C3647,C3647 Chondrogenic,C3647 Chondrogenic - IBSP,Chondrogenic,IBSP,2,C2C2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,39.19421387,1.97,31.92110761,0.06064789,35.1276741,0.24555983,31.92110761,0.02182926,35.1276741,0.04406668,31.92110761,0.0357519,35.1276741,0.10048554
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C2,C2 Chondrogenic,C3647,C3647 Chondrogenic,C3647 Chondrogenic - IBSP,Chondrogenic,IBSP,3,C2C2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,Undetermined,1.97,31.92110761,,35.1276741,,31.92110761,,35.1276741,,31.92110761,,35.1276741,
